# ell, noise_var, clobs(scale=0.0), clobs(scale=1.0), clobs(scale=1.9)
43,122416.45228763248,1162.3931294618465,1317.6564694695594,1485.0971494847988
44,123085.28358776642,1674.054121746,1392.8366680496392,1905.6045630143417
45,123805.5710239111,1025.7800682173788,1315.1242426563733,1255.9169373355576
46,124578.01475802837,718.8558774665436,1467.817695688556,1138.7208566189977
47,125401.72840753912,1702.828142193079,1339.7864753718782,1823.161035946213
48,126267.02670312776,1313.4703702387915,1915.1425402289676,1478.4553550317717
49,127165.51740183898,731.7936766178217,1797.7528619864045,1198.9659809433288
50,128101.6256275598,1898.563943161816,1236.3530557893873,883.9769685221963
51,129081.33152904068,1295.5479317400052,1619.331711597004,802.5989613928093
52,130104.52042186107,1382.1657031850568,1463.4142550689273,1209.3208023477032
53,131170.03636930438,1348.3092841379257,1626.3619891284088,933.0476164471696
54,132278.3328837528,1060.8220307670076,2027.6533708365532,911.7004980252717
55,133429.54087953543,1380.868440039615,1511.0790161752689,1580.1653625883093
56,134620.84093696825,1508.8607266187787,1245.7013040929996,1116.9780124841802
57,135848.48172540468,2162.515993692141,1570.8848654475619,1848.952178972765
58,137107.67157982988,955.4790478603845,2024.1146786822005,2129.778821548485
59,138395.68775391445,1626.9104023373486,1653.2988793260145,1814.8973389737982
60,139718.80734195234,1740.7464727384884,1650.4618101848648,958.682994062491
61,141083.93731321493,1398.1316394825071,2033.989514731525,1564.7314275615447
62,142491.79202436877,1506.0028400233098,1451.947086728992,1295.4830437226224
63,143941.5893636541,1751.1471256710674,1907.653313045512,1712.431722451446
64,145432.5973779786,1429.5772557568855,1634.1752654118932,2062.2945491941705
65,146964.1300745681,1021.2186121567263,2154.292855006498,1487.7269562634488
66,148535.54360401782,1721.6800803494466,2457.7212579547186,2293.684787537022
67,150146.23278519773,1341.3101759226765,2141.3086716875778,1094.834472580949
68,151795.7157478193,1054.891844182123,1735.8784793448287,1578.2774620654175
69,153483.89326700874,1977.95471205467,1897.3550523394615,746.8549158496237
70,155210.78097732153,1196.821923180551,2096.2676024111183,2614.885722242321
71,156976.41964458307,1921.3813124589572,2061.7961917936404,1507.0895080011396
72,158780.8737287012,1811.042992700966,2460.34615880271,2670.7103427958955
73,160624.23006571457,1381.24829862435,1314.2658739627395,1879.7412131033593
74,162506.59665787494,2256.2977666599763,2121.591657930176,1894.9752652022516
75,164428.10636962432,2708.8643749616103,1883.0560347268365,2778.828512703869
76,166388.93030331662,2455.4282227333347,2413.4430037898537,2545.8450465243086
77,168389.26240720335,1991.5306764694774,2508.486630576028,1790.6122616599655
78,170429.3138284741,1429.3750449169877,1441.1575826341923,2215.3171607375975
79,172509.31214736606,1745.2404417754399,2156.321497895768,1402.660496202937
80,174629.50067053715,2753.5303048683595,1704.9220261324308,2080.209836306172
81,176790.13777861456,1888.800440512153,2526.2867211639873,1251.222465885422
82,178991.43264640548,2826.8879863141105,2294.3514470444075,1516.576814609794
83,181233.35355270517,2587.462446508305,2199.9431727928386,2532.831362042133
84,183515.81803315945,2137.2250433454296,2174.018066184317,1801.6835274320088
85,185838.75568087123,2262.5572864748374,2477.8512596660426,3272.416783284548
86,188202.10733503464,2406.064200427124,2330.9138365319336,1518.965339827643
87,190605.82432550273,2547.868528278644,1954.4938773209988,2613.4409083649193
88,193049.86776886618,2599.3953046091624,2697.4850627927676,1710.9153620228712
89,195534.20791200834,3260.9813902274614,2412.8191770626886,3120.7115306759406
90,198058.77461104144,2651.451509610541,2320.2570897807577,2173.4122745647683
91,200623.3096664595,2346.435911862464,2491.8441818931506,2227.0081423427614
92,203227.51226859383,2068.000448332439,1741.1994014262964,2479.39612849524
93,205871.08710805397,2374.7110621045917,2405.287505586067,2071.274773603135
94,208553.74370705168,1636.6952168088042,1744.0339575659018,3060.2414470485314
95,211275.19579656536,2214.967330525991,2642.9605339684604,2503.403690325548
96,214035.1607360198,2220.1167640533654,2686.993027856007,3044.639639198216
97,216833.35897242685,1161.461558447419,2284.4493929586256,1714.4211298831128
98,219669.4511527725,1995.079795104111,3410.008125867645,2303.4100627054167
99,222542.84978057694,2165.538607825494,2983.31039754571,2028.6802512538518
100,225452.90457556446,1645.555902861402,2240.7616952916883,2406.777198710462
101,228398.96409553883,3377.1064940392157,1882.1255813967064,3116.996723249815
102,231380.37519308025,3206.0931316142664,1926.9551494564835,2958.0577987248907
103,234396.4825168562,2798.9029196950755,2885.9682515503973,2900.8857191984503
104,237446.62805455475,2734.7969767355544,2326.6089357376,2495.0432579860963
105,240530.15071468064,2556.190641692444,2665.708647007063,1912.6382140272735
106,243646.3859446584,2828.9869837039596,2411.590729033503,3334.8676819084003
107,246794.6653828799,3533.9219334143345,3155.5505632409327,3252.050950105614
108,249974.31654250366,2770.7900196220367,1759.4123802288302,2578.652951765736
109,253184.66252498023,2864.892082562378,2925.888804242461,2399.0487539280166
110,256425.0217614157,3288.1384817121966,3371.499279263413,3057.325905897966
111,259694.70778003035,2875.468033839282,2811.6575217328177,3072.038826778507
112,262993.0289980844,2899.4274237854106,2532.4458594143903,2665.380718470587
113,266319.2885367655,4020.2916140800185,3239.1998346799332,3179.454335380845
114,269672.78405763226,3939.2661743914637,3029.6197415355714,3339.047587625146
115,273052.7170564555,3355.485939458924,2767.737485820303,4303.2716822794555
116,276457.9196819075,3610.971565161324,1605.419698694364,2297.59789730201
117,279887.1239023522,3296.5107634271326,4015.841351746226,3988.4894237091557
118,283339.051605985,3541.6017110135094,3336.031734401825,3956.286791810524
119,286812.4145153601,1934.993946116205,3347.5593687397477,1954.0868406292311
120,290305.9141379003,2635.0151210632293,3403.6346314681045,3740.3725776568745
121,293818.24175032286,3546.59633447294,2833.5497262930317,4165.052840785453
122,297348.0784150365,3167.831406581629,3324.9877113334182,3284.976890393457
123,300894.09502670367,4199.127534297232,3423.9175274396407,2588.2219456745534
124,304454.95238726755,3442.478290953662,2992.9299046593433,2725.427810078174
125,308029.30130785797,3366.810632044717,3419.1869279111306,3343.3822384550126
126,311615.7827360898,3224.227812524682,2843.260576556845,3067.6187421951054
127,315213.02790735575,3334.7978243972752,4192.68375225381,3176.7016164053707
128,318819.6585188136,3990.516717971864,2922.7951379038286,2457.635194263671
129,322434.2869248323,3816.3309450004535,4096.383631044514,3228.231630220181
130,326055.5163527542,3387.577692678991,2932.9879288864086,4197.768117745578
131,329681.9411378842,4227.847225357731,2503.034173786669,2294.397671829609
132,333312.0807176808,3659.4610509905074,3429.4639035630316,3747.8428100032547
133,336944.18024454144,3365.745237242191,4483.097750899505,3116.8834543391836
134,340576.40815620724,3995.0802925123166,4517.483670911264,3953.998490829942
135,344206.9226248534,2417.770958848716,3926.3410836305184,3927.8169038216934
136,347833.8720002631,4124.7862397851895,4518.76212282672,3473.632871004286
137,351455.3952796875,4659.0046241690625,3614.1852391084262,4341.779623724645
138,355069.62260305893,4431.121965585905,5121.410341531137,3736.017242853768
139,358674.67577227054,2096.4263920587537,4457.780670706244,4272.792749664168
140,362268.6687933341,3901.699274000181,3625.3786758341835,3686.5232975667677
141,365849.70844027796,3200.1380892719408,3517.6694735980855,3270.7366983636293
142,369415.8948397192,3525.018037185573,3415.032665658631,3854.3986403427416
143,372965.3220751031,2939.4276588074076,4803.896229884115,3866.932416509238
144,376496.07880965335,4648.955649717306,5027.903833911306,3127.317148651753
145,380006.24892713653,3407.1912524776553,3653.0518294300296,4867.071321418212
146,383493.9121895879,3615.301175599559,4114.666549976511,3534.4125144079535
147,386957.1449111936,4890.668847621212,5133.384006294029,3959.0718689967616
148,390394.0206475672,5184.009170663763,5900.329565251096,3823.814327030124
149,393802.61971121316,3465.1914700687885,3806.0315711670896,3997.041151025797
150,397181.056390142,4591.171439320797,3320.103392158244,4070.3580316137895
151,400527.45334767224,4976.234757871596,4540.91223368808,4783.82648988483
152,403839.93354399013,5921.57746573302,4045.4340209949305,4417.890843135104
153,407116.62096224894,4203.617073231411,5038.822543450707,4743.727577977629
154,410355.64134509437,6096.990841613504,4749.710830543266,3556.826927034005
155,413555.1229411574,4031.5528496123047,3805.9361680763286,4539.168743496564
156,416713.1972610581,4108.29443060153,3428.3513671595692,5119.005311696477
157,419827.9998425068,4463.62680378032,4803.898583047355,5470.509951097541
158,422897.67102409585,4503.395339543695,4286.110600741966,4866.249727657648
159,425920.3567273997,3623.4497187773454,4290.86855528593,3917.7773783971925
160,428894.20924702723,4165.207074937743,4058.7234394418065,4451.916050881637
161,431817.3880482715,5188.234945964982,4389.12378566046,5270.7150143319295
162,434688.06057204184,4614.186473938053,4081.4334084769034,4853.7572649288095
163,437504.4030467543,5174.324677712248,5804.045752685755,5895.850663919763
164,440264.60130689474,5003.926401180261,4025.2713534909944,5009.266038097136
165,442966.8516179634,4853.166515130869,4276.277513581827,5253.070861690002
166,445609.3894069799,4270.223310410329,4656.61346649163,3549.111642213299
167,448190.57377400703,4704.446594228456,4955.546351086118,3797.6725191988344
168,450708.8045430992,4223.223133678845,5246.921850765412,4760.782423563225
169,453162.49509434943,4354.632516100668,4210.384341950009,4079.777680131432
170,455550.07309863664,4148.39155880322,4234.59637249292,4700.086847035818
171,457869.98125524435,5527.600871456023,3331.5119255285013,5100.681859128403
172,460120.67803225305,5275.251741133858,5853.615886749816,4462.752153505785
173,462300.6384095779,4976.920685082347,5038.465773034737,2749.886798073108
174,464408.35462456144,5240.411351159174,3841.5674936258374,5470.284757340893
175,466442.336920003,3780.356254285427,5205.2919691067345,4547.72019465598
176,468401.1142945409,5113.556264573508,5360.826349382193,4471.721286962615
177,470283.2352552919,4597.41442092503,5097.500820323775,5384.942950897113
178,472087.2685726512,5242.333160505803,5072.17754583291,6357.138677257542
179,473811.804037182,5110.417509870373,6072.163541725306,5230.490951131106
180,475455.45321850263,4689.480086941846,6077.9848717409495,4898.365991853844
181,477016.8502260993,4523.303287859808,4869.681880204716,5553.183679398165
182,478494.6524719891,6525.7126035938345,3913.579469371951,5420.920678022759
183,479887.61926750216,5792.478543904065,3253.5077473110973,6676.9581948459645
184,481194.8452417468,5586.834043493516,3236.405213398545,6287.782226315139
185,482415.5259721301,5206.7240251275325,5557.653026736848,5430.06020197482
186,483548.88036730886,5063.9854396804,5201.907079426971,4713.304823924104
187,484594.15107575286,5010.696386125396,5363.868452226978,6176.02652808299
188,485550.60489434935,4943.788887758478,4815.26545418236,5993.362076964839
189,486417.5331770537,4336.427954407804,5537.956135894046,5459.106845626023
190,487194.2522435823,4971.604068804695,5662.560103183112,4354.673952850548
191,487880.1037881491,5662.765863504532,4907.37513244638,4709.260778721503
192,488474.45528823807,5907.359371619875,5112.86679782564,5810.070694348305
193,488976.7004134181,5273.229588700724,4542.336427265612,6678.712766740376
194,489386.2594341926,5566.889344754168,4576.325427893643,5681.803185190987
195,489702.5796308841,5875.532916608714,5454.252196311653,4524.748997147659
196,489925.1357025574,6059.542293240441,4804.662393071463,6252.336263768866
197,490053.4301759684,4836.005429334278,5614.495217638643,4915.5957482041995
198,490086.993814555,4818.021853170666,4524.111085073244,6645.075299672653
199,490025.38602744864,4574.186610095393,6660.112715389439,6269.546339399034
200,489868.2951003237,6667.783440357451,5506.524760920433,5326.446024205501
201,489615.83588025527,4867.709114765147,5985.269201373129,5378.718578043959
202,489268.24667834135,4816.912416730038,5030.662824033157,6710.7117786709705
203,488825.78887004405,5165.833347867586,5680.72298947338,5351.136174027475
204,488288.74684541277,6009.193445898613,5591.3354778085895,4671.6958201185
205,487657.42796321306,5235.280576367785,6054.72800313511,5263.918521185352
206,486932.1625088503,5331.9591101691885,5466.64368544398,5597.214567928311
207,486113.3036559437,5498.70110322998,6046.072907431671,5898.875374020859
208,485201.2274314396,5921.678604819297,5249.22589551234,5786.748095497241
209,484196.3326841403,4907.629179144593,4200.785906882208,6000.085543275201
210,483099.0410565327,4954.1276381925645,4915.441367267993,4642.789799666317
211,481909.7969598173,5468.771293524023,4789.8266731088215,4751.062644167156
212,480629.06755201606,4740.200861102239,5375.788348936202,5433.104136147902
213,479257.3427190791,4915.939820682866,5785.088538023686,6401.683904329558
214,477795.1350588693,5438.256718733685,5095.889891629878,6376.972353941552
215,476242.9798679528,6018.492490949644,5072.980874200316,5482.897930340736
216,474601.43513108627,4170.194714298989,5265.932884522257,4290.768374933384
217,472871.1776333228,4461.042491416641,5945.4084196014755,5102.483071273342
218,471053.2880765878,5794.9535189540275,5718.392021610186,4461.491504263879
219,469148.95686542743,5251.959699450208,5376.924568921377,6088.656414417013
220,467159.3867916264,3957.591139753378,5031.255241832297,5416.889762477755
221,465085.79263862455,6420.059649182685,6338.116629224153,5093.406090447387
222,462929.4007967191,5146.819861010244,6481.30405480439,6204.299157282834
223,460691.448888718,4533.652395376121,5910.806435660958,5813.808523052333
224,458373.1854057128,4732.292861590531,6029.894643233861,5769.317549612678
225,455975.8693526633,6136.414798443599,5590.743296081665,6011.445647003005
226,453500.7699034857,6898.741286534023,3639.372641814409,6476.549345699995
227,450949.1660653548,6845.421176470322,5333.207318259582,4864.6221472766365
228,448322.346351938,5627.34436967833,5930.661124090095,5412.871483347875
229,445621.6084652829,4635.268860601793,6554.046276208473,5519.6500522911165
230,442848.25898610987,5213.0343190457825,6170.460125153215,5120.820331816252
231,440003.61307223496,6310.48833711746,6305.752061361437,6097.16253976956
232,437088.99416489917,5397.110307332268,5720.6427904257325,6558.247034427496
233,434105.733702749,5133.556804112575,6197.682199991829,6196.914638665621
234,431055.2757471319,6688.91060316464,6120.881441391079,6519.169714831641
235,427939.4866061405,6420.005295771405,6350.698553292902,4581.933326119669
236,424760.331263696,6072.486579362328,5550.513003064985,6277.352239302915
237,421519.7666705478,6417.146244104786,5448.478863642822,4586.916372531517
238,418219.741145827,6118.830963820817,6386.130225063891,3850.486816481318
239,414862.19379960553,5169.557791660475,4941.371494123297,5981.314961540227
240,411449.05397586734,6047.672115166768,5233.677844223196,5656.3632978354635
241,407982.2407152835,5236.831046268475,5134.29158179565,5001.0735764129795
242,404463.66223723453,5489.749353222937,4855.655462311299,6526.038613321885
243,400895.21544051403,6305.177291034992,5430.99525439641,5429.707101595696
244,397278.7854221884,5925.901635461587,5205.405209350002,5747.7222385605455
245,393616.24501408945,5011.882848183419,6783.165760755149,4934.958470146976
246,389909.45433643926,5962.153043542114,4929.127210713836,5878.319994936043
247,386160.2603681277,5629.451682783793,6139.674356285655,5462.159743218279
248,382370.49653316615,5612.183507371786,5561.825870809056,5418.328216529757
249,378541.98230287014,6069.88335611699,6024.733173324687,5655.011469877681
250,374676.5228133266,5257.704335983253,4015.092759424514,4810.539951710139
251,370775.97039257817,4867.157855885863,5669.452411157917,5963.3713666048625
252,366842.4062819746,4897.947594787255,5590.716072111187,5107.618854646933
253,362877.9482311029,5480.381715572338,5962.628332075091,4261.371521197599
254,358884.6872463039,4802.540383221163,5086.661370497663,5886.668293033218
255,354864.68715379067,6631.688653505176,5068.458324953398,5822.483888313796
256,350819.9841868392,5533.638611898348,5092.392447177134,4887.328266120942
257,346752.586596396,4924.644132451823,5840.65093311704,5208.092995179789
258,342664.47428446636,5017.602227618553,5077.5805199319475,4088.8876209237224
259,338557.59845967335,4213.5652899951165,4779.855294308042,4812.388077941774
260,334433.8813143875,5516.763938250801,5143.811455738589,5775.285859267048
261,330295.21572285076,5858.567883072927,4894.744877925496,5254.386124756636
262,326143.4649597393,5464.298353657697,4747.038346120501,5295.114685826407
263,321980.46243861277,5975.45734495239,5731.718247180775,4888.549218590356
264,317808.0114697353,5127.705014696417,4276.690192247471,4810.709528907186
265,313627.8850367464,5140.926943017083,5943.438854858161,4816.072162235431
266,309441.82559169596,5365.563078051399,4920.699102275162,4450.674132241598
267,305251.54486795596,4729.283584279084,5806.381782406439,5615.194573532566
268,301058.7667381363,4409.704476431317,5868.528886714351,4459.937359694116
269,296865.3531035848,4751.089430161046,4838.669067214399,5185.031194173486
270,292673.1693409949,4821.9011582024905,4632.659300696004,4887.39751707868
271,288484.04037112003,4273.326784335113,5207.725921407322,5723.932501473467
272,284299.75053827855,4381.529620104767,4653.6263687345645,4642.6663675979
273,280122.0435140881,4443.9908544490245,4974.853413834055,5636.580335728634
274,275952.6222248244,4411.090737213349,4795.7613541001665,4059.781685247431
275,271793.14880179,4119.533278529734,5044.429033260208,4912.600939171723
276,267645.24455412384,4353.84577115741,4767.459495645084,5270.497044586072
277,263510.48996347527,4559.413551801216,4781.745022248564,5555.186342939483
278,259390.4246999992,4226.057063365562,5297.954444029664,4277.924770943773
279,255286.54765913612,5039.455617519814,4986.9634880419135,5393.469985044096
280,251200.31701865693,4630.066690586369,4225.075813505587,4720.628166434813
281,247133.15031547318,4132.582381427781,4508.0092427294285,4298.512111457847
282,243086.42454171684,4569.702068757748,4877.778578906059,4964.123014064142
283,239061.4762596195,5048.719400525044,4995.587737101993,3720.1445781776997
284,235059.60173472346,5192.483250023512,4786.694809980396,3923.3865121817344
285,231082.07475468385,4194.380283140154,4502.041405054663,4138.765963435478
286,227130.19834233905,4738.789106988872,5038.230220458136,4883.951866151075
287,223205.24939664712,4432.779547114513,3915.7774725834715,4162.279554020393
288,219308.46088794037,4063.4068489635238,4202.220587752453,4730.794237769518
289,215441.02210693233,3501.047128673799,5026.860105770907,4334.158752827644
290,211604.07893355575,4441.173468782827,4901.10490810848,4812.9671475504365
291,207798.73412515686,4697.821520037975,4196.795027151105,4811.643859233729
292,204026.04762358303,3410.3463356505526,3617.933355409279,4196.0609005683
293,200287.03688071293,4039.4891870749525,3852.9886062519363,4420.976810499403
294,196582.67720199018,4549.761345241516,4820.792859770985,4239.875986266813
295,192913.9021075352,4870.219425628292,4307.927220038437,3963.1700350752963
296,189281.6037104193,4299.122472938813,3618.5436967958235,3935.022993455119
297,185686.63311169736,3472.562736896375,4615.2258754312115,3436.4252584065216
298,182129.80081180725,3701.922816206644,4450.669910962949,3843.118811247582
299,178611.87713795097,3961.5783846657337,4434.429228190131,3790.036891669449
300,175133.59268708865,4394.585778349043,3887.268311098028,4706.7183206475165
301,171695.63878417885,3580.698509431199,3809.6478867027245,4058.334944963457
302,168298.66076585746,2966.558709589778,4460.245888545697,3560.4135725263977
303,164943.23756986568,3920.6795166249417,3908.383157693657,2911.2983876238723
304,161629.90496518917,3206.283211285776,4061.056602876575,3984.0350425468982
305,158359.163396819,3881.350400310931,4323.503939256632,4067.356222857901
306,155131.47848408564,3582.9740941352243,3570.043282684837,4630.967620953979
307,151947.28153065106,3710.8825309445847,3593.9856542286275,3359.905473116394
308,148806.97004589753,3280.6577227460853,4253.222294705398,3291.8527567317155
309,145710.90827745353,3824.0078323721254,3860.5942529880444,3818.747941798695
310,142659.42775460696,4062.994740703797,3627.9516871455944,4237.135364552598
311,139652.82784235975,3871.8466397648485,3631.221541189344,3973.598525754647
312,136691.37630588663,3753.886583726965,3783.150046991554,3653.3285761493908
313,133775.30988516513,3634.4768284044126,3021.735444479197,4014.9011924114902
314,130904.83487955018,3199.7241666113987,3464.4668206422,3549.5095641005337
315,128080.12774207414,2848.6869389236645,3087.4061719148435,3931.128222449768
316,125301.33568325454,3327.368909819642,3171.9136020916744,3705.9380134105168
317,122568.57728420326,3646.513570793285,3193.3479646681844,3892.391687783213
318,119881.94311882899,3533.0298949551952,3649.3051746931874,3000.420976646011
319,117241.48289147753,3004.697319291574,3536.529413032063,3005.86562370519
320,114647.16696400427,2960.783296727533,3035.8962944448235,3269.4042193592895
321,112098.92983546833,2699.0446106685667,3305.624314232492,3472.3137655873643
322,109596.68454319918,3063.8931014986265,2903.447198271413,3674.679305654413
323,107140.32322933164,3762.2479351458137,3314.573938942241,3335.404401913203
324,104729.71771267914,3267.0938840657846,2684.3598155079367,3235.76094649986
325,102364.72006583454,3030.6612488900687,3242.431977455146,3434.902868802352
326,100045.16319738267,2896.884203738012,2857.6506170381404,3405.6680204824956
327,97770.86143911838,3060.171925839606,3090.1769020677993,3190.799503955085
328,95541.61113816123,2724.008968222814,3813.9144435095636,3074.6448245279576
329,93357.19125386402,3052.5233100476885,3166.653165288586,2853.2941224041974
330,91217.36395941349,2358.276715147056,2846.8940988988334,3645.777056353805
331,89121.87524802337,3159.680922406766,3235.5268667325436,3272.0124758206543
332,87070.45554362434,3581.7130355913637,2840.704156108434,2720.311001209371
333,85062.82031595526,3039.892960210889,3331.7333126723693,3129.22115598931
334,83098.67069996454,2795.1647615503316,2785.741992614876,2741.8805592715466
335,81177.69411943086,2772.7703802642905,2704.9379178204676,2745.2297022192215
336,79299.54272514778,2986.319471129577,2758.6024463071767,2491.1839875229257
337,77463.76978482027,2752.1320625499734,2898.1190486024616,3178.3086674992137
338,75669.90085573084,2884.830920301635,2485.927696736595,2995.586150380868
339,73917.45697510579,2281.173043185846,2642.939886721378,2502.1133352434013
340,72205.95506862339,2995.028316772251,2660.729522679162,2381.051890715411
341,70534.90835973762,2926.1782403500874,2449.180011252068,2999.0772763106015
342,68903.82677980108,2548.4544591109893,2592.227461685278,2263.6816440412513
343,67312.21737897085,2356.5771053909198,2838.352992866691,2839.14393308801
344,65759.5847378818,2691.7331268739786,2332.327891194506,2633.2246102711015
345,64245.43138007082,2383.1051138826147,3207.305609921129,2811.9333000295564
346,62769.25818513769,2717.6939947110454,2503.1267626189288,2669.6923975555064
347,61330.56480262756,2691.9505655256467,2909.062656455694,2613.9458229713246
348,59928.85006661994,2723.353303857787,2386.323346358699,2602.1052572309072
349,58563.612411011236,2369.557193117927,2241.7037581267937,2304.3449281720846
350,57234.35028547577,2496.951814290189,2269.4845077224513,2300.375902297762
351,55940.562572092414,2476.748580521533,2334.6551973310843,2076.4560856397516
352,54681.74900262372,2701.904575941496,2709.313276211599,2999.6316318635663
353,53457.38817097216,2013.7620711400782,2701.972584394305,1985.7225495032067
354,52266.87299251371,2914.441495238435,2855.95118292142,2332.5004787584176
355,51109.58215192958,2190.0597558546033,2610.737185492329,2547.0485759235958
356,49984.9032016957,2173.7361620585098,2576.0957640766183,2298.154990619227
357,48892.232675779,2253.4533312259846,2296.476953378445,2255.9860033325704
358,47830.976203586426,2072.8354154187145,2334.444640400029,2341.830649215263
359,46800.54862416282,2682.5564626156624,2207.311719345304,2235.1362301083554
360,45800.37410063157,2159.7717283737247,2701.2218391751776,2018.1678912075408
361,44829.88623487482,2388.584938029777,2344.4723765145054,2040.432232397553
362,43888.5281824473,2174.4760324622134,2206.341869664901,2076.760711073007
363,42975.752767720085,2476.0035554209285,2351.9315268590144,2077.971291806685
364,42091.022599249576,2108.7177517452687,1986.9937738088854,2022.8578939671772
365,41233.810185367285,2309.7186657574316,2135.599448835313,2232.597137860109
366,40403.59804998681,2194.9437918749586,2013.1501927863956,1826.2477663905543
367,39599.878848622684,1841.6899529796467,2341.075903405228,2485.535720746518
368,38822.15548461848,1942.9596039213804,2244.3909144115228,2040.5424530989112
369,38069.94122557916,2035.00029328912,1924.5842590768518,2149.0629964965524
370,37342.74310131771,1936.9376765855748,2045.1706110941532,2022.561046187543
371,36640.01330740296,1868.5649235333353,1978.463105604786,2111.1825989601907
372,35961.20188267427,2005.0496276183658,2154.047739151507,2307.4252861210034
373,35305.77365282689,1954.773939277155,1795.7074220893246,2085.5527650387135
374,34673.20808362863,2058.808651908494,1781.09769873959,2427.817807644551
375,34062.99913656083,2265.3872019433356,1828.2390628928897,2120.9599229498526
376,33474.6551268397,1731.0983321931867,1908.6455226873486,2131.663245675532
377,32907.69858377273,1602.2993926662425,2110.664178515074,1679.3285493844764
378,32361.666113408228,1997.714690811736,1848.5355759930233,1887.962914546619
379,31836.10826343443,2094.5353039294746,1763.8605771853786,2119.2555459233863
380,31330.589390287838,1568.5215953530378,1900.7220723124058,1866.8738847268505
381,30844.68752842969,1684.7115733641303,1830.7916880984776,1800.8169084408567
382,30377.994261750853,1835.1052875824482,2008.747146198888,1879.9881165624606
383,29930.114597066782,2039.2295677492186,1911.9741324219287,1757.2897215756261
384,29500.666839663816,1921.700745468991,1814.5229255410923,1813.8860236374635
385,29089.28247086025,1855.4298346065104,1982.0508216938315,1591.5430933474831
386,28695.60602754499,1921.4898464273845,1807.752871494839,1649.266437966067
387,28319.278327617,1981.5564656468484,1972.9737481213676,1897.474155295525
388,27959.887403825665,1710.7958274813639,1797.4207977788633,1787.2490964158653
389,27617.020015182112,1721.8306901457897,1593.6725664055928,1786.38484085111
390,27290.27818475092,1868.8763177515955,1697.4258330993073,1724.1589026850659
391,26979.278819768304,1891.196918656632,1883.7546073470744,1765.7139974302538
392,26683.653338656695,1669.3004114791534,2041.8881973039374,2164.7359713798696
393,26403.047304813834,1765.2920415267067,1765.3846962231949,1700.207205441539
394,26137.120067055374,1959.6987612382395,1756.5053165921993,1631.7697745755963
395,25885.544406594086,1857.6900169462426,1643.9775827868405,1642.3048619480471
396,25648.006190439482,1964.3932597035987,1852.3242488390147,1861.5049624553594
397,25424.204031105288,2008.6073415684937,1981.5240272458238,1670.1399297497046
398,25213.84895251386,1653.247594551851,1814.318228011134,1522.7246343606744
399,25016.664061988715,1676.663250716485,1652.2493885255906,1670.0958761403926
